2021 output area,mnemonic,Cannot understand spoken Welsh,% Cannot understand spoken Welsh,Can understand spoken Welsh,% Can understand spoken Welsh,2021 output area,mnemonic,Europe: United Kingdom,% Europe: United Kingdom,No passport held,% No passport held,combined uk,% combined uk,2021 output area,mnemonic,Cannot read Welsh,% cannot read Welsh,Can read Welsh,% Can read Welsh,2021 output area,mnemonic,Welsh only identity,% Welsh only identity,Welsh and British only identity,% Welsh and British only identity,Combined Welsh and British,% Combined Welsh and British
W00009526,W00009526,294,79.9,74,20.1,W00009526,W00009526,347,91.6,27,7.1,374,98.7,W00009526,W00009526,303,82.3,65,17.7,W00009526,W00009526,210,55.7,44,11.7,254,67.4
W00009527,W00009527,264,82.5,56,17.5,W00009527,W00009527,288,87.3,14,4.2,302,91.5,W00009527,W00009527,279,87.2,41,12.8,W00009527,W00009527,169,51.2,38,11.5,207,62.7
W00009528,W00009528,225,90.4,24,9.6,W00009528,W00009528,216,84.7,32,12.5,248,97.2,W00009528,W00009528,227,90.8,23,9.2,W00009528,W00009528,140,54.7,44,17.2,184,71.9
W00009529,W00009529,278,84.0,53,16.0,W00009529,W00009529,312,91.8,21,6.2,333,98.0,W00009529,W00009529,289,87.3,42,12.7,W00009529,W00009529,189,56.1,38,11.3,227,67.4
W00009530,W00009530,221,87.0,33,13.0,W00009530,W00009530,236,92.2,17,6.6,253,98.8,W00009530,W00009530,224,88.2,30,11.8,W00009530,W00009530,139,54.5,36,14.1,175,68.6
W00009531,W00009531,219,83.3,44,16.7,W00009531,W00009531,243,89.7,22,8.1,265,97.8,W00009531,W00009531,222,84.4,41,15.6,W00009531,W00009531,172,63.9,25,9.3,197,73.2
W00009532,W00009532,260,85.2,45,14.8,W00009532,W00009532,276,88.7,25,8.0,301,96.7,W00009532,W00009532,279,91.5,26,8.5,W00009532,W00009532,151,48.2,60,19.2,211,67.4
W00009533,W00009533,210,84.7,38,15.3,W00009533,W00009533,208,82.9,33,13.1,241,96.0,W00009533,W00009533,215,86.7,33,13.3,W00009533,W00009533,154,61.4,29,11.6,183,73.0
W00009534,W00009534,169,88.5,22,11.5,W00009534,W00009534,171,88.1,17,8.8,188,96.9,W00009534,W00009534,172,89.6,20,10.4,W00009534,W00009534,118,60.5,23,11.8,141,72.3
W00009535,W00009535,217,86.8,33,13.2,W00009535,W00009535,217,84.1,36,14.0,253,98.1,W00009535,W00009535,228,90.1,25,9.9,W00009535,W00009535,121,46.9,44,17.1,165,64.0
W00009536,W00009536,218,84.5,40,15.5,W00009536,W00009536,240,90.2,23,8.6,263,98.8,W00009536,W00009536,225,87.2,33,12.8,W00009536,W00009536,144,54.8,32,12.2,176,67.0
W00009537,W00009537,192,82.4,41,17.6,W00009537,W00009537,204,85.7,33,13.9,237,99.6,W00009537,W00009537,198,83.5,39,16.5,W00009537,W00009537,131,56.0,23,9.8,154,65.8
W00009538,W00009538,192,93.2,14,6.8,W00009538,W00009538,178,84.8,18,8.6,196,93.4,W00009538,W00009538,190,92.7,15,7.3,W00009538,W00009538,108,51.9,23,11.1,131,63.0
W00009539,W00009539,210,67.5,101,32.5,W00009539,W00009539,291,90.9,23,7.2,314,98.1,W00009539,W00009539,231,74.3,80,25.7,W00009539,W00009539,204,63.7,35,10.9,239,74.6
W00009540,W00009540,209,74.1,73,25.9,W00009540,W00009540,268,94.0,14,4.9,282,98.9,W00009540,W00009540,228,81.1,53,18.9,W00009540,W00009540,145,51.2,40,14.1,185,65.3
W00009541,W00009541,213,79.5,55,20.5,W00009541,W00009541,244,88.7,22,8.0,266,96.7,W00009541,W00009541,220,82.1,48,17.9,W00009541,W00009541,137,50.0,32,11.7,169,61.7
W00009542,W00009542,172,70.2,73,29.8,W00009542,W00009542,233,93.2,16,6.4,249,99.6,W00009542,W00009542,183,74.7,62,25.3,W00009542,W00009542,130,51.6,33,13.1,163,64.7
W00009543,W00009543,230,72.8,86,27.2,W00009543,W00009543,292,89.8,23,7.1,315,96.9,W00009543,W00009543,242,76.8,73,23.2,W00009543,W00009543,168,51.5,41,12.6,209,64.1
W00009544,W00009544,219,77.9,62,22.1,W00009544,W00009544,254,87.9,28,9.7,282,97.6,W00009544,W00009544,228,81.1,53,18.9,W00009544,W00009544,164,56.6,41,14.1,205,70.7
W00009545,W00009545,240,81.4,55,18.6,W00009545,W00009545,272,91.0,23,7.7,295,98.7,W00009545,W00009545,255,86.4,40,13.6,W00009545,W00009545,168,56.4,25,8.4,193,64.8
W00009546,W00009546,209,87.8,29,12.2,W00009546,W00009546,213,88.0,23,9.5,236,97.5,W00009546,W00009546,209,87.8,29,12.2,W00009546,W00009546,128,52.9,18,7.4,146,60.3
W00009547,W00009547,230,86.1,37,13.9,W00009547,W00009547,241,88.6,26,9.6,267,98.2,W00009547,W00009547,235,88.0,32,12.0,W00009547,W00009547,154,56.8,49,18.1,203,74.9
W00009548,W00009548,214,79.0,57,21.0,W00009548,W00009548,250,90.3,20,7.2,270,97.5,W00009548,W00009548,233,85.7,39,14.3,W00009548,W00009548,144,52.6,35,12.8,179,65.4
W00009549,W00009549,253,80.8,60,19.2,W00009549,W00009549,300,90.6,20,6.0,320,96.6,W00009549,W00009549,263,83.8,51,16.2,W00009549,W00009549,177,53.2,33,9.9,210,63.1
W00009550,W00009550,216,85.4,37,14.6,W00009550,W00009550,213,83.2,29,11.3,242,94.5,W00009550,W00009550,223,88.5,29,11.5,W00009550,W00009550,119,46.1,24,9.3,143,55.4
W00009551,W00009551,227,87.0,34,13.0,W00009551,W00009551,219,81.7,43,16.0,262,97.7,W00009551,W00009551,237,90.8,24,9.2,W00009551,W00009551,162,60.0,31,11.5,193,71.5
W00009552,W00009552,199,85.0,35,15.0,W00009552,W00009552,216,90.8,22,9.2,238,100.0,W00009552,W00009552,207,88.5,27,11.5,W00009552,W00009552,115,48.5,46,19.4,161,67.9
W00009553,W00009553,246,87.5,35,12.5,W00009553,W00009553,265,92.3,17,5.9,282,98.2,W00009553,W00009553,253,90.0,28,10.0,W00009553,W00009553,192,68.1,22,7.8,214,75.9
W00009554,W00009554,195,83.0,40,17.0,W00009554,W00009554,204,84.6,31,12.9,235,97.5,W00009554,W00009554,205,87.2,30,12.8,W00009554,W00009554,138,57.5,20,8.3,158,65.8
W00009555,W00009555,203,80.9,48,19.1,W00009555,W00009555,225,85.9,27,10.3,252,96.2,W00009555,W00009555,212,83.5,42,16.5,W00009555,W00009555,137,52.1,46,17.5,183,69.6
W00009556,W00009556,252,80.0,63,20.0,W00009556,W00009556,290,90.6,26,8.1,316,98.7,W00009556,W00009556,261,83.4,52,16.6,W00009556,W00009556,186,57.9,29,9.0,215,66.9
W00009557,W00009557,378,92.9,29,7.1,W00009557,W00009557,291,69.8,40,9.6,331,79.4,W00009557,W00009557,366,89.3,44,10.7,W00009557,W00009557,79,19.2,29,7.0,108,26.2
W00009558,W00009558,233,76.4,72,23.6,W00009558,W00009558,246,78.3,22,7.0,268,85.3,W00009558,W00009558,234,76.7,71,23.3,W00009558,W00009558,145,46.6,25,8.0,170,54.6
W00009559,W00009559,338,90.6,35,9.4,W00009559,W00009559,254,64.6,42,10.7,296,75.3,W00009559,W00009559,330,88.5,43,11.5,W00009559,W00009559,111,28.2,22,5.6,133,33.8
W00009560,W00009560,388,92.4,32,7.6,W00009560,W00009560,274,64.3,68,16.0,342,80.3,W00009560,W00009560,380,90.3,41,9.7,W00009560,W00009560,136,31.6,15,3.5,151,35.1
W00009561,W00009561,294,87.8,41,12.2,W00009561,W00009561,256,74.6,48,14.0,304,88.6,W00009561,W00009561,295,88.1,40,11.9,W00009561,W00009561,116,33.8,14,4.1,130,37.9
W00009562,W00009562,279,92.1,24,7.9,W00009562,W00009562,179,56.3,73,23.0,252,79.3,W00009562,W00009562,286,94.4,17,5.6,W00009562,W00009562,128,40.1,40,12.5,168,52.6
W00009563,W00009563,248,88.9,31,11.1,W00009563,W00009563,215,74.9,23,8.0,238,82.9,W00009563,W00009563,253,90.7,26,9.3,W00009563,W00009563,84,29.4,25,8.7,109,38.1
W00009564,W00009564,277,82.0,61,18.0,W00009564,W00009564,250,70.8,33,9.3,283,80.1,W00009564,W00009564,284,84.0,54,16.0,W00009564,W00009564,146,41.4,12,3.4,158,44.8
W00009565,W00009565,339,88.3,45,11.7,W00009565,W00009565,308,77.6,15,3.8,323,81.4,W00009565,W00009565,330,85.3,57,14.7,W00009565,W00009565,85,21.5,20,5.1,105,26.6
W00009566,W00009566,368,90.2,40,9.8,W00009566,W00009566,307,72.9,26,6.2,333,79.1,W00009566,W00009566,359,88.0,49,12.0,W00009566,W00009566,95,22.6,45,10.7,140,33.3
W00009567,W00009567,240,90.6,25,9.4,W00009567,W00009567,186,67.4,34,12.3,220,79.7,W00009567,W00009567,235,88.7,30,11.3,W00009567,W00009567,87,31.2,18,6.5,105,37.7
W00009568,W00009568,341,90.2,37,9.8,W00009568,W00009568,254,64.3,54,13.7,308,78.0,W00009568,W00009568,335,88.6,43,11.4,W00009568,W00009568,103,26.4,24,6.2,127,32.6
W00009569,W00009569,258,87.5,37,12.5,W00009569,W00009569,221,72.2,26,8.5,247,80.7,W00009569,W00009569,258,87.5,37,12.5,W00009569,W00009569,90,29.3,17,5.5,107,34.8
W00009570,W00009570,397,94.3,24,5.7,W00009570,W00009570,281,64.3,35,8.0,316,72.3,W00009570,W00009570,385,91.4,36,8.6,W00009570,W00009570,82,18.6,26,5.9,108,24.5
W00009571,W00009571,304,88.4,40,11.6,W00009571,W00009571,256,72.3,35,9.9,291,82.2,W00009571,W00009571,299,87.2,44,12.8,W00009571,W00009571,88,24.6,33,9.2,121,33.8
W00009572,W00009572,303,90.4,32,9.6,W00009572,W00009572,248,71.3,31,8.9,279,80.2,W00009572,W00009572,291,86.6,45,13.4,W00009572,W00009572,90,25.9,26,7.5,116,33.4
W00009573,W00009573,318,91.1,31,8.9,W00009573,W00009573,251,68.2,39,10.6,290,78.8,W00009573,W00009573,328,93.7,22,6.3,W00009573,W00009573,90,24.5,35,9.5,125,34.0
W00009574,W00009574,324,89.0,40,11.0,W00009574,W00009574,223,59.8,35,9.4,258,69.2,W00009574,W00009574,303,83.0,62,17.0,W00009574,W00009574,63,16.9,34,9.1,97,26.0
W00009575,W00009575,140,95.2,7,4.8,W00009575,W00009575,54,35.5,31,20.4,85,55.9,W00009575,W00009575,140,95.9,6,4.1,W00009575,W00009575,46,30.5,10,6.6,56,37.1
W00009576,W00009576,220,82.1,48,17.9,W00009576,W00009576,213,75.5,51,18.1,264,93.6,W00009576,W00009576,232,85.9,38,14.1,W00009576,W00009576,152,54.5,33,11.8,185,66.3
W00009577,W00009577,174,70.4,73,29.6,W00009577,W00009577,228,89.4,13,5.1,241,94.5,W00009577,W00009577,187,75.4,61,24.6,W00009577,W00009577,118,46.6,20,7.9,138,54.5
W00009578,W00009578,182,65.9,94,34.1,W00009578,W00009578,242,84.3,15,5.2,257,89.5,W00009578,W00009578,206,74.6,70,25.4,W00009578,W00009578,131,45.0,27,9.3,158,54.3
W00009579,W00009579,159,82.4,34,17.6,W00009579,W00009579,166,82.6,23,11.4,189,94.0,W00009579,W00009579,159,82.4,34,17.6,W00009579,W00009579,90,44.6,19,9.4,109,54.0
W00009580,W00009580,229,79.2,60,20.8,W00009580,W00009580,248,85.2,8,2.7,256,87.9,W00009580,W00009580,233,80.6,56,19.4,W00009580,W00009580,118,40.8,16,5.5,134,46.3
W00009581,W00009581,206,73.8,73,26.2,W00009581,W00009581,253,87.5,13,4.5,266,92.0,W00009581,W00009581,221,78.9,59,21.1,W00009581,W00009581,136,46.9,27,9.3,163,56.2
W00009582,W00009582,220,78.3,61,21.7,W00009582,W00009582,244,86.2,23,8.1,267,94.3,W00009582,W00009582,221,78.6,60,21.4,W00009582,W00009582,124,43.8,23,8.1,147,51.9
W00009583,W00009583,206,65.4,109,34.6,W00009583,W00009583,287,88.0,18,5.5,305,93.5,W00009583,W00009583,219,70.0,94,30.0,W00009583,W00009583,162,49.5,31,9.5,193,59.0
W00009584,W00009584,195,68.9,88,31.1,W00009584,W00009584,254,88.2,17,5.9,271,94.1,W00009584,W00009584,205,72.7,77,27.3,W00009584,W00009584,136,46.9,18,6.2,154,53.1
W00009585,W00009585,168,70.9,69,29.1,W00009585,W00009585,206,83.7,15,6.1,221,89.8,W00009585,W00009585,181,76.4,56,23.6,W00009585,W00009585,109,44.9,15,6.2,124,51.1
W00009586,W00009586,250,77.9,71,22.1,W00009586,W00009586,284,84.8,20,6.0,304,90.8,W00009586,W00009586,257,80.1,64,19.9,W00009586,W00009586,162,48.8,22,6.6,184,55.4
W00009587,W00009587,178,72.4,68,27.6,W00009587,W00009587,221,88.8,13,5.2,234,94.0,W00009587,W00009587,190,76.9,57,23.1,W00009587,W00009587,117,47.0,12,4.8,129,51.8
W00009588,W00009588,266,87.2,39,12.8,W00009588,W00009588,215,66.8,42,13.0,257,79.8,W00009588,W00009588,262,85.9,43,14.1,W00009588,W00009588,119,37.2,33,10.3,152,47.5
W00009589,W00009589,193,72.8,72,27.2,W00009589,W00009589,228,84.4,27,10.0,255,94.4,W00009589,W00009589,208,78.8,56,21.2,W00009589,W00009589,113,41.9,34,12.6,147,54.5
W00009590,W00009590,176,69.6,77,30.4,W00009590,W00009590,229,89.8,2,0.8,231,90.6,W00009590,W00009590,182,71.9,71,28.1,W00009590,W00009590,99,38.7,17,6.6,116,45.3
W00009591,W00009591,243,81.3,56,18.7,W00009591,W00009591,242,78.6,30,9.7,272,88.3,W00009591,W00009591,247,82.6,52,17.4,W00009591,W00009591,147,48.2,23,7.5,170,55.7
W00009592,W00009592,210,75.3,69,24.7,W00009592,W00009592,251,88.1,10,3.5,261,91.6,W00009592,W00009592,215,77.1,64,22.9,W00009592,W00009592,102,35.8,20,7.0,122,42.8
W00009593,W00009593,178,72.4,68,27.6,W00009593,W00009593,218,85.8,20,7.9,238,93.7,W00009593,W00009593,186,75.9,59,24.1,W00009593,W00009593,108,42.2,24,9.4,132,51.6
W00009594,W00009594,207,73.1,76,26.9,W00009594,W00009594,259,87.8,20,6.8,279,94.6,W00009594,W00009594,218,77.0,65,23.0,W00009594,W00009594,146,49.7,12,4.1,158,53.8
W00009595,W00009595,228,65.0,123,35.0,W00009595,W00009595,309,85.1,20,5.5,329,90.6,W00009595,W00009595,254,72.4,97,27.6,W00009595,W00009595,162,44.8,23,6.4,185,51.2
W00009596,W00009596,183,68.3,85,31.7,W00009596,W00009596,217,79.5,14,5.1,231,84.6,W00009596,W00009596,191,71.3,77,28.7,W00009596,W00009596,99,35.9,30,10.9,129,46.8
W00009597,W00009597,292,83.7,57,16.3,W00009597,W00009597,246,67.8,40,11.0,286,78.8,W00009597,W00009597,297,85.8,49,14.2,W00009597,W00009597,142,39.4,20,5.6,162,45.0
W00009598,W00009598,395,91.2,38,8.8,W00009598,W00009598,330,73.2,60,13.3,390,86.5,W00009598,W00009598,397,91.7,36,8.3,W00009598,W00009598,164,36.4,31,6.9,195,43.3
W00009599,W00009599,268,83.8,52,16.2,W00009599,W00009599,218,66.3,29,8.8,247,75.1,W00009599,W00009599,275,85.4,47,14.6,W00009599,W00009599,104,31.5,20,6.1,124,37.6
W00009600,W00009600,277,89.6,32,10.4,W00009600,W00009600,216,66.5,102,31.4,318,97.9,W00009600,W00009600,290,93.9,19,6.1,W00009600,W00009600,205,63.1,19,5.8,224,68.9
W00009601,W00009601,284,91.3,27,8.7,W00009601,W00009601,287,88.0,34,10.4,321,98.4,W00009601,W00009601,287,92.0,25,8.0,W00009601,W00009601,183,56.8,28,8.7,211,65.5
W00009602,W00009602,267,88.7,34,11.3,W00009602,W00009602,262,84.8,29,9.4,291,94.2,W00009602,W00009602,267,87.5,38,12.5,W00009602,W00009602,187,60.5,25,8.1,212,68.6
W00009603,W00009603,289,92.0,25,8.0,W00009603,W00009603,284,87.4,37,11.4,321,98.8,W00009603,W00009603,279,88.9,35,11.1,W00009603,W00009603,166,51.2,37,11.4,203,62.6
W00009604,W00009604,225,89.6,26,10.4,W00009604,W00009604,222,87.1,25,9.8,247,96.9,W00009604,W00009604,232,92.4,19,7.6,W00009604,W00009604,170,66.9,21,8.3,191,75.2
W00009605,W00009605,265,86.9,40,13.1,W00009605,W00009605,279,88.0,33,10.4,312,98.4,W00009605,W00009605,276,89.9,31,10.1,W00009605,W00009605,180,57.1,33,10.5,213,67.6
W00009606,W00009606,244,93.1,18,6.9,W00009606,W00009606,226,82.8,27,9.9,253,92.7,W00009606,W00009606,243,92.0,21,8.0,W00009606,W00009606,168,61.8,25,9.2,193,71.0
W00009607,W00009607,256,86.2,41,13.8,W00009607,W00009607,271,86.6,30,9.6,301,96.2,W00009607,W00009607,263,88.6,34,11.4,W00009607,W00009607,202,64.5,24,7.7,226,72.2
W00009608,W00009608,293,93.0,22,7.0,W00009608,W00009608,288,88.6,30,9.2,318,97.8,W00009608,W00009608,292,92.7,23,7.3,W00009608,W00009608,221,68.2,23,7.1,244,75.3
W00009609,W00009609,279,92.1,24,7.9,W00009609,W00009609,254,82.2,53,17.2,307,99.4,W00009609,W00009609,284,93.7,19,6.3,W00009609,W00009609,199,63.6,31,9.9,230,73.5
W00009610,W00009610,303,82.1,66,17.9,W00009610,W00009610,322,84.3,49,12.8,371,97.1,W00009610,W00009610,312,84.6,57,15.4,W00009610,W00009610,247,64.3,29,7.6,276,71.9
W00009611,W00009611,275,89.9,31,10.1,W00009611,W00009611,289,90.6,18,5.6,307,96.2,W00009611,W00009611,278,90.8,28,9.2,W00009611,W00009611,202,63.5,39,12.3,241,75.8
W00009612,W00009612,261,87.0,39,13.0,W00009612,W00009612,270,86.5,32,10.3,302,96.8,W00009612,W00009612,264,88.0,36,12.0,W00009612,W00009612,208,67.3,33,10.7,241,78.0
W00009613,W00009613,267,89.3,32,10.7,W00009613,W00009613,255,85.3,30,10.0,285,95.3,W00009613,W00009613,273,91.3,26,8.7,W00009613,W00009613,177,58.6,35,11.6,212,70.2
W00009614,W00009614,241,85.8,40,14.2,W00009614,W00009614,249,85.3,27,9.2,276,94.5,W00009614,W00009614,252,89.7,29,10.3,W00009614,W00009614,188,64.6,31,10.7,219,75.3
W00009615,W00009615,327,93.2,24,6.8,W00009615,W00009615,281,77.2,64,17.6,345,94.8,W00009615,W00009615,324,91.8,29,8.2,W00009615,W00009615,215,59.4,35,9.7,250,69.1
W00009616,W00009616,321,90.7,33,9.3,W00009616,W00009616,241,66.2,85,23.4,326,89.6,W00009616,W00009616,329,92.9,25,7.1,W00009616,W00009616,199,54.5,24,6.6,223,61.1
W00009617,W00009617,171,94.0,11,6.0,W00009617,W00009617,165,86.8,20,10.5,185,97.3,W00009617,W00009617,174,93.5,12,6.5,W00009617,W00009617,98,51.6,18,9.5,116,61.1
W00009618,W00009618,290,91.2,28,8.8,W00009618,W00009618,251,74.9,58,17.3,309,92.2,W00009618,W00009618,287,90.3,31,9.7,W00009618,W00009618,201,60.2,19,5.7,220,65.9
W00009619,W00009619,301,88.0,41,12.0,W00009619,W00009619,237,67.7,76,21.7,313,89.4,W00009619,W00009619,313,91.5,29,8.5,W00009619,W00009619,174,49.3,19,5.4,193,54.7
W00009620,W00009620,274,93.2,20,6.8,W00009620,W00009620,237,78.7,57,18.9,294,97.6,W00009620,W00009620,273,92.5,22,7.5,W00009620,W00009620,186,61.8,25,8.3,211,70.1
W00009621,W00009621,260,90.6,27,9.4,W00009621,W00009621,208,70.5,63,21.4,271,91.9,W00009621,W00009621,255,89.5,30,10.5,W00009621,W00009621,172,58.3,10,3.4,182,61.7
W00009622,W00009622,233,86.9,35,13.1,W00009622,W00009622,175,63.4,59,21.4,234,84.8,W00009622,W00009622,248,92.2,21,7.8,W00009622,W00009622,140,51.1,26,9.5,166,60.6
W00009623,W00009623,250,89.9,28,10.1,W00009623,W00009623,250,86.8,28,9.7,278,96.5,W00009623,W00009623,252,90.3,27,9.7,W00009623,W00009623,180,62.7,46,16.0,226,78.7
W00009624,W00009624,428,91.1,42,8.9,W00009624,W00009624,369,74.4,88,17.7,457,92.1,W00009624,W00009624,434,92.7,34,7.3,W00009624,W00009624,243,49.2,50,10.1,293,59.3
W00009625,W00009625,253,93.0,19,7.0,W00009625,W00009625,214,76.7,54,19.4,268,96.1,W00009625,W00009625,255,94.1,16,5.9,W00009625,W00009625,154,55.0,26,9.3,180,64.3
W00009626,W00009626,268,94.0,17,6.0,W00009626,W00009626,223,76.4,58,19.9,281,96.3,W00009626,W00009626,273,95.8,12,4.2,W00009626,W00009626,171,59.0,29,10.0,200,69.0
W00009627,W00009627,240,89.6,28,10.4,W00009627,W00009627,248,88.9,26,9.3,274,98.2,W00009627,W00009627,243,90.3,26,9.7,W00009627,W00009627,186,66.4,26,9.3,212,75.7
W00009629,W00009629,298,83.5,59,16.5,W00009629,W00009629,288,77.8,43,11.6,331,89.4,W00009629,W00009629,313,87.4,45,12.6,W00009629,W00009629,186,50.4,36,9.8,222,60.2
W00009630,W00009630,302,87.8,42,12.2,W00009630,W00009630,230,64.2,62,17.3,292,81.5,W00009630,W00009630,296,86.5,46,13.5,W00009630,W00009630,154,43.0,17,4.7,171,47.7
W00009631,W00009631,264,87.1,39,12.9,W00009631,W00009631,205,64.5,98,30.8,303,95.3,W00009631,W00009631,274,90.4,29,9.6,W00009631,W00009631,170,53.3,20,6.3,190,59.6
W00009632,W00009632,262,86.8,40,13.2,W00009632,W00009632,239,76.8,48,15.4,287,92.2,W00009632,W00009632,266,87.5,38,12.5,W00009632,W00009632,169,54.2,23,7.4,192,61.6
W00009633,W00009633,278,88.8,35,11.2,W00009633,W00009633,222,65.9,82,24.3,304,90.2,W00009633,W00009633,283,90.1,31,9.9,W00009633,W00009633,164,49.1,31,9.3,195,58.4
W00009634,W00009634,245,84.8,44,15.2,W00009634,W00009634,246,82.6,28,9.4,274,92.0,W00009634,W00009634,244,84.4,45,15.6,W00009634,W00009634,156,52.0,27,9.0,183,61.0
W00009635,W00009635,264,88.3,35,11.7,W00009635,W00009635,238,78.3,42,13.8,280,92.1,W00009635,W00009635,270,90.3,29,9.7,W00009635,W00009635,152,50.3,31,10.3,183,60.6
W00009636,W00009636,259,80.7,62,19.3,W00009636,W00009636,237,71.4,60,18.1,297,89.5,W00009636,W00009636,273,85.3,47,14.7,W00009636,W00009636,156,47.3,21,6.4,177,53.7
W00009637,W00009637,231,84.3,43,15.7,W00009637,W00009637,200,72.5,39,14.1,239,86.6,W00009637,W00009637,243,89.0,30,11.0,W00009637,W00009637,123,45.1,19,7.0,142,52.1
W00009638,W00009638,231,91.3,22,8.7,W00009638,W00009638,167,64.0,71,27.2,238,91.2,W00009638,W00009638,229,90.5,24,9.5,W00009638,W00009638,159,60.7,29,11.1,188,71.8
W00009639,W00009639,356,86.0,58,14.0,W00009639,W00009639,295,69.6,94,22.2,389,91.8,W00009639,W00009639,366,88.4,48,11.6,W00009639,W00009639,188,44.3,22,5.2,210,49.5
W00009640,W00009640,273,85.6,46,14.4,W00009640,W00009640,256,78.5,36,11.0,292,89.5,W00009640,W00009640,282,88.4,37,11.6,W00009640,W00009640,126,38.7,25,7.7,151,46.4
W00009641,W00009641,217,88.2,29,11.8,W00009641,W00009641,191,74.6,38,14.8,229,89.4,W00009641,W00009641,215,87.4,31,12.6,W00009641,W00009641,105,41.0,18,7.0,123,48.0
W00009642,W00009642,253,90.7,26,9.3,W00009642,W00009642,220,77.5,36,12.7,256,90.2,W00009642,W00009642,256,91.1,25,8.9,W00009642,W00009642,135,47.2,25,8.7,160,55.9
W00009643,W00009643,210,77.5,61,22.5,W00009643,W00009643,199,72.1,52,18.8,251,90.9,W00009643,W00009643,206,76.6,63,23.4,W00009643,W00009643,129,46.7,28,10.1,157,56.8
W00009644,W00009644,191,88.0,26,12.0,W00009644,W00009644,149,67.7,58,26.4,207,94.1,W00009644,W00009644,192,89.3,23,10.7,W00009644,W00009644,88,39.6,10,4.5,98,44.1
W00009645,W00009645,381,93.4,27,6.6,W00009645,W00009645,251,56.8,91,20.6,342,77.4,W00009645,W00009645,375,91.7,34,8.3,W00009645,W00009645,155,34.8,32,7.2,187,42.0
W00009646,W00009646,290,92.9,22,7.1,W00009646,W00009646,243,74.8,61,18.8,304,93.6,W00009646,W00009646,296,94.9,16,5.1,W00009646,W00009646,137,42.0,31,9.5,168,51.5
W00009647,W00009647,311,87.1,46,12.9,W00009647,W00009647,269,70.2,80,20.9,349,91.1,W00009647,W00009647,314,88.0,43,12.0,W00009647,W00009647,126,32.9,48,12.5,174,45.4
W00009648,W00009648,250,91.6,23,8.4,W00009648,W00009648,174,61.5,79,27.9,253,89.4,W00009648,W00009648,255,93.4,18,6.6,W00009648,W00009648,163,57.4,34,12.0,197,69.4
W00009649,W00009649,339,93.4,24,6.6,W00009649,W00009649,249,66.6,90,24.1,339,90.7,W00009649,W00009649,340,93.7,23,6.3,W00009649,W00009649,182,48.7,28,7.5,210,56.2
W00009650,W00009650,205,88.7,26,11.3,W00009650,W00009650,186,78.5,19,8.0,205,86.5,W00009650,W00009650,208,89.7,24,10.3,W00009650,W00009650,115,48.3,22,9.2,137,57.5
W00009651,W00009651,340,89.5,40,10.5,W00009651,W00009651,267,68.6,57,14.7,324,83.3,W00009651,W00009651,350,92.1,30,7.9,W00009651,W00009651,188,48.2,34,8.7,222,56.9
W00009652,W00009652,322,92.3,27,7.7,W00009652,W00009652,247,67.7,71,19.5,318,87.2,W00009652,W00009652,317,90.8,32,9.2,W00009652,W00009652,182,49.7,45,12.3,227,62.0
W00009653,W00009653,375,87.6,53,12.4,W00009653,W00009653,299,65.9,104,22.9,403,88.8,W00009653,W00009653,390,91.1,38,8.9,W00009653,W00009653,241,53.1,42,9.3,283,62.4
W00009654,W00009654,238,85.6,40,14.4,W00009654,W00009654,210,72.4,56,19.3,266,91.7,W00009654,W00009654,254,91.4,24,8.6,W00009654,W00009654,152,52.2,45,15.5,197,67.7
W00009655,W00009655,264,91.0,26,9.0,W00009655,W00009655,218,72.7,43,14.3,261,87.0,W00009655,W00009655,265,91.4,25,8.6,W00009655,W00009655,144,48.5,29,9.8,173,58.3
W00009657,W00009657,178,89.4,21,10.6,W00009657,W00009657,140,69.0,37,18.2,177,87.2,W00009657,W00009657,185,93.0,14,7.0,W00009657,W00009657,109,53.7,13,6.4,122,60.1
W00009658,W00009658,236,85.2,41,14.8,W00009658,W00009658,198,69.2,51,17.8,249,87.0,W00009658,W00009658,247,88.8,31,11.2,W00009658,W00009658,181,63.1,21,7.3,202,70.4
W00009659,W00009659,275,82.6,58,17.4,W00009659,W00009659,251,74.7,63,18.8,314,93.5,W00009659,W00009659,276,83.1,56,16.9,W00009659,W00009659,219,64.8,16,4.7,235,69.5
W00009660,W00009660,279,86.4,44,13.6,W00009660,W00009660,245,73.8,48,14.5,293,88.3,W00009660,W00009660,281,87.5,40,12.5,W00009660,W00009660,151,45.5,14,4.2,165,49.7
W00009661,W00009661,262,89.1,32,10.9,W00009661,W00009661,192,63.4,90,29.7,282,93.1,W00009661,W00009661,271,91.6,25,8.4,W00009661,W00009661,174,58.0,19,6.3,193,64.3
W00009662,W00009662,272,90.7,28,9.3,W00009662,W00009662,180,57.3,61,19.4,241,76.7,W00009662,W00009662,275,91.4,26,8.6,W00009662,W00009662,117,37.6,33,10.6,150,48.2
W00009663,W00009663,278,89.7,32,10.3,W00009663,W00009663,214,66.5,66,20.5,280,87.0,W00009663,W00009663,286,93.2,21,6.8,W00009663,W00009663,135,42.1,30,9.3,165,51.4
W00009664,W00009664,250,87.4,36,12.6,W00009664,W00009664,217,72.3,54,18.0,271,90.3,W00009664,W00009664,256,89.5,30,10.5,W00009664,W00009664,151,51.0,16,5.4,167,56.4
